,sentence,sentiment,polarity
4482,Bitterness over unemployment was cited as one of the leading causes of the Newark riot last July. Other causes cited were bad housing and inadequate schools. More than 50 per cent of the cityÛªs popula- tion is Negro. The Labor Department study said 92 per cent of the nonwhites in the area were Negroes.,3.0,0
4483,"WASHINGTON, March 26 ÛÓ For the first time since they wrongly declared a recession under way last year, senior Administration officials have begun to contend openly that the long-awaited economic slowdown has at last commenced.",4.0,0
4484,"The growing conviction that a recession is probably under way is based on an array of economic statistics that, while not conclusive, provide evidence of substantial and increasing economic weakness.",4.0,0
4485,"ÛÏThe February data definitely look like a weakening to me,Û said Courtenay M. Slater, chief economist at the Department of Commerce. ÛÏIt is my instinct that things are going to slow down for a while now.Û",4.0,0
4486,"In th^ contention, Mrs. Slater and the other Administration economists are joined by the bulk of private economists, who are in many ways more pessimistic about current economic conditions and the prospects for the future.",4.0,0
4488,"The Department of Justice has given the green light to the plans of four large Florida banks to form a bank holding company, it was learned yesterday. If approved by the Federal Reserve Board' and the Securities and Exchange Commission, the holding company will have total assets of $671,000,000 and capital funds of more than å¤52,000,000.",7.0,1
4494,"A few weeks ago the prime lending rate jumped by a half-point ÛÓ the fourth such increase in 1988. We must be very sensitive to a negative impact, particularly if interest rates rise another 1 or 2 percent in 1989.",4.0,0
4497,will be hardship and inconvenience as the cost of financing will go up. Real estate development and construction will probably be put on ice. This will contribute to higher prices and rents for existing homes and building structures.,4.0,0
4499,"But they cautioned that Mr. Volcker, despitehis proven record in private banking, at the United States Treasury and in the central bank, might face some bruising battles. In attempting to restore confidence in the dollar, as both he and President Carter today said they wanted to do, he will have to contend with an electionconscious Administration and Congress, the officials and bankers warned.",4.0,0
4502,"- In London, Peter Wing of Morgan Grenfell, a merchant bank, observed that Mr. Volcker ""must be going in on his own terms.Û He was referring to the substantial pay cut that Mr. Volcker would take in moving from the New York bank, which pays commercial salaries, to the Federal Reserve Board, where salaries are linked to the lower Federal pay scale. Mr. VolckerÛªs nomination has thus removed some of the doubts about President CarterÛªs commitment to fighting inflation and preserving a sound dollar that were raised by last weekÛªs Cabinet shuffle. The abrupt decision to replace the Treasury Secretary, W. Michael Blumenthal, with the current Reserve Board chairman, G. William Miller, had stirred concern among European bankers, who suspect Mr. Miller of political ambitions that might lead him to inflationary policies.",4.0,0
4503,"WASHINGTON, Oct. 31 ÛÓ The number of unemployed persons declined by 200,000 from September to October, lowering the national unemployment rate to 5.5 per cent, the Labor Department reported today.",7.0,1
4504,"The decline was about 150,-000 more than the number expected at this time of the year. It brought the number of the unemployed down to 3,294,000 and the unemployment rate, adjusted to eliminate seasonal influences, down 0.3 per cent from the 5.8 per cent recorded in September.",7.0,1
4505,"The figures on jobs were the last that will be issued before the elections next Tuesday. Labor Secretary W. Willard Wirtz asserted that the figures showed a substantial improvement in the economy since the Kennedy Administration took office in January, 1961.",7.0,1
4506,"ÛÏEmployment in October is the highest for the month in history and unemployment is at a three-year low,"" the Labor Secretary said. ÛÏThere are 1.250.000	more men and women at work in the United States this year than there were a year ago .... And today more than",7.0,1
4507,"Mr. Wirtz said that unemployment in October was 500,000 below that of a year ago and more than 2,000,000 below that of January, 1961.",3.0,0
4508,"WASHINGTON, Aug. 29 (AP) -Two government reports released today showed that the economic recovery lost momentum in the second quarter and that new claims filed last week for unemployment benefits climbed to their highest level In nearly two months.",4.0,0
4509,"A Commerce Department report says that after growing at a rate of 5 percent In the first quarter, the economy stumbled in the spring, Increasing at an annual rate of just 1.1 percent.",4.0,0
